Region 1,3.342511786E7,3124164.484,E
Region 1,3.342530919E7,3123095.975,B
Region 1,3.342778227E7,3122373.28,E
Region 1,3.34265213E7,3125322.161,D
Region 2,3.34380908E7,3119166.748,D
Region 2,3.343290475E7,3123679.258,F
Region 2,3.343614502E7,3120601.756,F
Region 2,3.343398546E7,3123606.001,F
Region 2,3.343409578E7,3122920.574,F
Region 2,3.343755755E7,3116223.96,F
Region 2,3.343720685E7,3123663.782,F
Region 2,3.343835754E7,3118354.718,D
Region 2,3.343836854E7,3116107.822,E
Region 2,3.343691371E7,3119733.843,E
Region 2,3.343904189E7,3115282.765,D
Region 2,3.343623447E7,3122211.024,F
Region 2,3.343802817E7,3117997.394,D
Region 2,3.343868893E7,3117929.983,D
Region 2,3.343905012E7,3113316.34,D
Region 2,3.343886462E7,3118740.237,D
Region 2,3.343818433E7,3115558.379,D
Region 2,3.343222693E7,3121658.777,A
Region 2,3.343830828E7,3123781.415,D
Region 2,3.343635664E7,3119330.359,F
Region 2,3.343742921E7,3115713.437,F
Region 2,3.343735381E7,3119457.443,D
Region 2,3.343688144E7,3122336.321,D
Region 2,3.343366574E7,3122060.122,B
Region 2,3.34386257E7,3115813.136,D
Region 2,3.343753957E7,3123108.349,A
Region 2,3.343841567E7,3124986.313,D
Region 2,3.343182391E7,3122841.798,D
Region 2,3.343747554E7,3124034.66,E
Region 2,3.343848822E7,3113234.811,E
Region 2,3.343597661E7,3123902.202,F
Region 2,3.3436883E7,3123558.212,A
Region 2,3.343849564E7,3112411.571,A
Region 2,3.343244875E7,3123983.599,E
Region 2,3.343784672E7,3116656.046,E
Region 2,3.343767491E7,3113463.781,F
Region 2,3.343202179E7,3122458.03,A
Region 2,3.343795739E7,3124571.202,D
Region 2,3.343664393E7,3125413.539,D
Region 2,3.34366922E7,3122803.155,A
Region 2,3.343776815E7,3117590.41,F
Region 2,3.343498564E7,3123675.441,F
Region 2,3.343677105E7,3120851.1,F
Region 2,3.343661314E7,3123227.806,A
Region 2,3.343758998E7,3113136.809,F
Region 2,3.343794325E7,3112770.98,F
Region 2,3.343711912E7,3117413.541,F
Region 2,3.34360151E7,3119741.939,F
Region 2,3.343254177E7,3123106.469,D
Region 2,3.343708729E7,3121101.156,E
Region 2,3.343308448E7,3124386.087,E
Region 2,3.34339149E7,3124349.135,E
Region 2,3.343772346E7,3125381.14,A
Region 2,3.343282963E7,3125190.33,D
Region 2,3.343786712E7,3121147.371,D
Region 2,3.343874914E7,3114984.77,D
Region 2,3.343666634E7,3125729.058,D
Region 2,3.343895214E7,3114604.991,D
Region 2,3.343555853E7,3124504.195,E
Region 2,3.343786E7,3115150.039,F
Region 2,3.34378935E7,3117057.947,E
Region 2,3.343637684E7,3121300.909,F
Region 2,3.343664909E7,3118632.231,E
Region 2,3.343678186E7,3118058.054,F
Region 2,3.343784826E7,3113973.222,F
Region 2,3.343747598E7,3124767.797,E
Region 2,3.343794592E7,3118440.987,E
Region 2,3.343807925E7,3124890.226,E
Region 2,3.34384765E7,3116426.501,D
Region 2,3.343915465E7,3113603.068,D
Region 2,3.343765031E7,3120605.203,A
Region 2,3.343739046E7,3121668.454,D
Region 2,3.343758848E7,3114948.051,F
Region 2,3.34369634E7,3114596.103,F
Region 2,3.343571545E7,3121346.826,F
Region 2,3.343592371E7,3125764.607,F
Region 2,3.343844399E7,3114131.888,E
Region 2,3.343496745E7,3124239.528,F
Region 2,3.343695058E7,3116510.816,F
Region 2,3.343263846E7,3122578.378,E
Region 2,3.343758099E7,3118906.023,E
Region 2,3.34359203E7,3124963.304,E
Region 2,3.343788587E7,3118837.745,E
Region 2,3.343454384E7,3123792.363,B
Region 2,3.34389547E7,3113876.979,D
Region 2,3.343180149E7,3124369.31,D
Region 2,3.34322678E7,3124533.548,D
Region 2,3.343366418E7,3123870.634,B
Region 2,3.343553696E7,3118754.709,F
Region 2,3.343662686E7,3121937.661,E
Region 2,3.343705952E7,3124726.061,E
Region 2,3.343794142E7,3114619.38,E
Region 2,3.343610657E7,3118429.36,F
Region 2,3.34328154E7,3122048.272,F
Region 2,3.343351459E7,3125361.375,F
Region 2,3.343208423E7,3123615.787,D
Region 2,3.34369355E7,3120156.94,A
Region 2,3.343829049E7,3124263.797,D
Region 2,3.343641675E7,3119016.062,E
Region 2,3.34351006E7,3125017.324,C
Region 2,3.343444244E7,3124732.567,F
Region 2,3.343372959E7,3124928.155,F
Region 2,3.343729697E7,3118345.116,F
Region 2,3.343342277E7,3123135.124,E
Region 2,3.343546126E7,3123488.357,B
Region 2,3.343657965E7,3124570.178,F
Region 2,3.343360799E7,3122406.672,B
Region 2,3.343557955E7,3122134.056,B
Region 2,3.343702715E7,3123380.446,E
Region 2,3.343771601E7,3120050.041,D
Region 9,3.342955288E7,3074088.828,E
Region 9,3.342658949E7,3074796.66,E
Region 9,3.342418022E7,3074128.629,A
Region 9,3.342939385E7,3078832.859,F
Region 9,3.34278608E7,3072946.534,E
Region 9,3.343064133E7,3071328.801,A
Region 9,3.342711569E7,3074750.972,A
Region 9,3.342601899E7,3075549.059,A
Region 9,3.342753858E7,3076630.613,A
Region 9,3.342691441E7,3077982.314,A
Region 9,3.342593714E7,3073786.219,A
Region 9,3.342955521E7,3072677.384,A
Region 9,3.342350552E7,3075327.242,A
Region 9,3.342629743E7,3072397.655,A
Region 9,3.342809209E7,3069785.899,E
Region 9,3.342670449E7,3071145.618,E
Region 9,3.342616405E7,3073789.153,F
Region 9,3.342636281E7,3070676.048,E
Region 9,3.34275322E7,3069414.99,F
Region 9,3.342899757E7,3078102.776,E
Region 9,3.342902606E7,3074094.715,E
Region 9,3.342537728E7,3074911.184,E
Region 9,3.342852967E7,3069636.352,E
Region 9,3.342834933E7,3068911.974,G
Region 9,3.342985606E7,3073983.558,A
Region 9,3.342701256E7,3073609.184,A
Region 9,3.342835491E7,3074127.244,E
Region 9,3.342728084E7,3070859.01,A
Region 9,3.3425754E7,3072361.595,A
Region 9,3.342634568E7,3075126.51,A
Region 9,3.342870548E7,3070429.622,F
Region 9,3.342628344E7,3076764.827,A
Region 9,3.342450928E7,3075423.831,E
Region 9,3.342712932E7,3069287.698,F
Region 9,3.343013501E7,3072399.771,A
Region 9,3.342673592E7,3071781.484,F
Region 9,3.342856288E7,3078896.853,F
Region 9,3.342706468E7,3071884.445,F
Region 9,3.343092324E7,3072179.023,A
Region 9,3.342689534E7,3076532.919,A
Region 9,3.342744361E7,3072251.329,A
Region 9,3.343048272E7,3073904.754,F
Region 9,3.342826491E7,3076276.271,A
Region 9,3.34239756E7,3075251.439,A
Region 9,3.342812834E7,3075387.121,A
Region 9,3.342910428E7,3069230.619,F
Region 9,3.342927048E7,3072386.311,E
Region 9,3.342841339E7,3072165.808,E
Region 9,3.342749451E7,3077545.915,E
Region 9,3.342733164E7,3068946.373,F
Region 9,3.343065756E7,3072737.702,A
Region 9,3.342992218E7,3078412.354,A
Region 9,3.343011452E7,3074371.98,F
Region 9,3.342860578E7,3069113.213,G
Region 9,3.343033596E7,3070004.71,F
Region 9,3.342819975E7,3078555.915,F
Region 9,3.342659001E7,3069662.89,A
Region 9,3.343130021E7,3069910.326,A
Region 9,3.343004484E7,3072605.037,E
Region 9,3.34260842E7,3071117.326,A
Region 9,3.342969395E7,3074804.877,A
Region 9,3.342557105E7,3071232.797,A
Region 9,3.342647562E7,3074117.046,A
Region 9,3.342800628E7,3075833.794,A
Region 9,3.34289908E7,3070794.412,C
Region 9,3.342539307E7,3075055.631,A
Region 9,3.342793703E7,3078255.493,F
Region 9,3.342796996E7,3076946.741,A
Region 9,3.342610264E7,3073228.974,F
Region 9,3.342894283E7,3077247.228,A
Region 9,3.342875463E7,3077938.044,E
Region 9,3.342661437E7,3078172.16,A
Region 9,3.342615508E7,3075237.066,E
Region 9,3.342914259E7,3071782.899,F
Region 9,3.342903353E7,3068816.915,G
Region 9,3.342716364E7,3072621.53,E
Region 9,3.342783145E7,3070741.685,E
Region 9,3.342889177E7,3071498.019,A
Region 9,3.34287971E7,3072835.983,A
Region 9,3.342867286E7,3077615.091,E
Region 9,3.342792136E7,3069197.57,G
Region 9,3.342671926E7,3072676.786,E
Region 9,3.342703634E7,3078498.859,A
Region 9,3.342514767E7,3075801.117,A
Region 9,3.342458632E7,3074840.276,A
Region 9,3.342398669E7,3075815.763,A
Region 9,3.342943913E7,3070092.613,F
Region 9,3.342576596E7,3075852.664,A
Region 9,3.342697883E7,3074117.548,A
Region 9,3.342962623E7,3075506.975,C
Region 9,3.342483479E7,3075767.454,A
Region 9,3.342913912E7,3069615.503,F
Region 9,3.343072009E7,3073130.386,F
Region 9,3.34291212E7,3076825.511,A
Region 9,3.342683907E7,3075727.212,A
Region 9,3.343000278E7,3077926.935,A
Region 9,3.342859218E7,3078609.061,B
Region 9,3.342847791E7,3070354.703,E
Region 9,3.342966603E7,3072036.205,E
Region 9,3.342885036E7,3072490.768,E
Region 9,3.342979602E7,3075805.21,F
Region 9,3.34300287E7,3073683.276,A
Region 9,3.342792491E7,3073389.445,A
Region 9,3.342961763E7,3073262.98,A
Region 9,3.342986431E7,3070432.681,C
Region 9,3.342935853E7,3072116.679,A
Region 9,3.342566274E7,3074335.302,A
Region 9,3.342806603E7,3072375.841,E
Region 9,3.342944245E7,3077264.383,A
Region 9,3.342398642E7,3074624.201,A
Region 9,3.342480295E7,3074574.318,A
Region 9,3.343015409E7,3075139.207,C
Region 9,3.342446496E7,3076147.22,A
Region 9,3.342574341E7,3075414.214,E
Region 9,3.342364012E7,3076044.822,A
Region 9,3.342654271E7,3073321.961,E
Region 9,3.342966264E7,3071473.629,F
Region 9,3.342919977E7,3075287.813,E
Region 9,3.342802264E7,3077546.577,E
Region 9,3.343024783E7,3072012.089,E
Region 9,3.343093281E7,3070443.167,E
Region 9,3.34286011E7,3074713.126,E
Region 9,3.342708243E7,3069992.935,E
Region 9,3.342699863E7,3077405.768,A
Region 9,3.342854798E7,3070283.528,A
Region 9,3.342888077E7,3073171.757,E
Region 9,3.342739077E7,3074354.843,A
Region 9,3.342396639E7,3074922.114,A
Region 9,3.342750016E7,3071809.553,A
Region 9,3.342811385E7,3070638.329,E
Region 9,3.342513518E7,3074917.748,A
Region 9,3.342516998E7,3074277.559,A
Region 9,3.342840651E7,3071937.882,A
Region 9,3.343186962E7,3070684.072,F
Region 9,3.342781809E7,3074788.087,A
Region 9,3.342513719E7,3076142.528,A
Region 9,3.342962565E7,3071006.722,F
Region 9,3.342759849E7,3075939.581,A
Region 9,3.342459638E7,3074073.49,A
Region 9,3.343127181E7,3070933.087,F
Region 9,3.343090136E7,3073547.047,C
Region 9,3.342781197E7,3071415.002,F
Region 9,3.34270273E7,3073127.585,E
Region 9,3.342734237E7,3073139.658,E
Region 9,3.34277825E7,3069931.155,E
Region 9,3.342543323E7,3073812.59,A
Region 9,3.342632077E7,3071875.494,A
Region 9,3.34296006E7,3072414.12,A
Region 9,3.342938064E7,3073592.704,A
Region 9,3.342788001E7,3077947.504,A
Region 9,3.34305684E7,3071995.794,A
Region 9,3.342630335E7,3072251.567,F
Region 9,3.342714067E7,3075298.616,A
Region 9,3.343111904E7,3070552.807,A
Region 9,3.342614934E7,3072715.842,F
Region 9,3.342849475E7,3075664.399,A
Region 9,3.3431701E7,3069928.595,C
Region 9,3.342964654E7,3076307.126,A
Region 9,3.342683354E7,3072401.034,A
Region 9,3.342865678E7,3076510.535,A
Region 9,3.342904024E7,3078574.895,K
Region 9,3.34271122E7,3076186.668,E
Region 9,3.34284379E7,3071312.087,F
Region 9,3.342454348E7,3075129.8,E
Region 9,3.342680218E7,3069930.754,E
Region 9,3.343045731E7,3069543.37,F
Region 9,3.342720692E7,3071308.32,F
Region 9,3.342819387E7,3074785.45,E
Region 9,3.342759649E7,3072737.104,E
Region 9,3.342741985E7,3070168.367,E
Region 9,3.342993737E7,3073031.155,E
Region 9,3.343015214E7,3071419.191,E
Region 9,3.342800205E7,3073757.048,A
Region 9,3.342895681E7,3073766.645,A
Region 9,3.342480575E7,3075398.261,F
Region 9,3.342717133E7,3077872.977,F
Region 9,3.342904292E7,3073318.959,A
Region 9,3.343087733E7,3070139.485,E
Region 9,3.342840084E7,3073097.435,A
Region 9,3.343082041E7,3069211.747,F
Region 9,3.342565739E7,3070684.121,A
Region 9,3.343115395E7,3072040.616,F
Region 9,3.342650777E7,3077365.677,A
Region 9,3.343032448E7,3070667.156,F
Region 9,3.342911221E7,3076101.104,A
Region 9,3.342526937E7,3075265.188,F
Region 9,3.342626882E7,3076199.966,A
Region 9,3.342860457E7,3077221.329,E
Region 9,3.342909354E7,3074917.013,E
Region 9,3.342883977E7,3076021.648,E
